DATE,Leader,Manager,RM_Username,Client_Name,Client_ID,Brokerage_Equity,Brokerage_MF
20-01-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
20-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
20-01-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
20-01-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
20-01-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
20-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
20-01-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
20-01-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
20-01-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
20-01-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
20-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
20-01-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
20-01-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
20-01-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
20-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
20-01-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
23-01-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
23-01-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
23-01-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
23-01-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
23-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
23-01-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
23-01-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
23-01-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
23-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
23-01-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
23-01-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
23-01-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
23-01-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
23-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
23-01-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
23-01-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
23-01-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
23-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
23-01-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
23-01-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
23-01-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
23-01-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
23-01-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
23-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
23-01-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
23-01-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
23-01-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
23-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
23-01-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
23-01-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
23-01-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
23-01-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
23-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
23-01-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
23-01-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
26-01-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
26-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
26-01-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
26-01-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
26-01-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
26-01-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
26-01-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
26-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
26-01-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
26-01-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
26-01-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
26-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
26-01-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
26-01-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
26-01-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
26-01-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
26-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
26-01-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
26-01-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
26-01-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
26-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
26-01-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
26-01-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
27-01-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
27-01-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
27-01-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
27-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
27-01-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
27-01-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
27-01-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
27-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
27-01-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
27-01-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
27-01-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
27-01-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
27-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
27-01-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
27-01-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
27-01-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
27-01-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
27-01-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
27-01-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
27-01-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
27-01-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
27-01-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
27-01-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
02-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
02-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
02-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
02-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
02-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
02-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
02-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
02-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
02-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
02-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
02-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
02-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
02-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
02-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
02-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
02-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
02-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
02-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
02-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
02-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
02-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
02-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
02-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
02-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
02-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
02-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
03-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
03-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
03-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
03-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
03-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
03-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
03-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
03-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
03-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
03-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
03-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
03-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
03-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
03-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
03-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
03-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
03-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
03-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
05-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
05-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
05-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
05-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
05-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
05-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
05-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
05-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
05-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
05-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
05-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
05-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
05-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
05-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
05-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
05-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
05-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
05-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
05-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
05-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
05-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
06-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
06-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
06-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
06-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
06-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
06-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
06-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
06-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
06-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
06-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
06-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
06-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
06-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
06-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
06-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
06-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
06-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
06-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
06-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
06-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
06-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
06-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
06-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
06-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
06-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
06-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
06-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
06-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
06-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
06-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
06-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
06-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
06-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
06-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
06-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
06-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
06-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
06-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
07-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
07-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
07-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
07-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
07-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
07-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
07-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
07-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
07-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
07-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
07-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
07-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
07-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
07-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
07-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
07-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
07-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
07-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
07-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
07-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
07-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
07-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
07-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
07-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
07-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
07-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
07-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
07-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
07-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
07-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
07-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
07-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
09-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
09-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
09-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
09-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
09-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
09-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
09-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
09-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
09-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
09-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
09-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
09-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
09-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
09-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
09-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
09-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
09-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
09-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
09-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
09-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
09-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
09-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
09-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
09-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
09-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
09-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
09-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
09-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
09-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
09-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
09-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
10-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
10-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
10-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
10-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
10-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
10-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
10-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
10-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
10-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
10-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
10-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
10-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
10-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
10-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
10-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
10-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
10-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
10-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
10-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
10-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
10-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
10-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
13-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
13-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
13-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
13-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
13-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
13-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
13-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
13-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
13-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
13-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
14-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
14-02-2025,leader,manager1,rm1,Alpha Corp,CID001,5000,1200.5
14-02-2025,leader,manager1,rm1,Beta Ltd,CID002,3200,900
14-02-2025,leader,manager1,rm2,Gamma Inc,CID003,7100,2500.25
14-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,600
14-02-2025,leader,manager2,rm3,Epsilon Co,CID005,9500,3100
14-02-2025,leader,manager2,rm4,Zeta Partners,CID006,2100,550
15-02-2025,leader,manager1,rm1,Theta Solutions,CID007,3400,800
15-02-2025,leader,manager1,rm2,Iota Systems,CID008,4200,1200
15-02-2025,leader,manager2,rm3,Kappa Advisors,CID009,2600,650
15-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
15-02-2025,leader,manager1,rm1,Alpha Corp,CID001,7100,800
15-02-2025,leader,manager1,rm1,Beta Ltd,CID002,1500,1200
15-02-2025,leader,manager1,rm2,Gamma Inc,CID003,1800,650
15-02-2025,leader,manager2,rm3,Delta Group,CID004,1500,3100
15-02-2025,leader,manager2,rm3,Epsilon Co,CID005,5000,550
15-02-2025,leader,manager2,rm4,Zeta Partners,CID006,3200,800
15-02-2025,leader,manager1,rm1,Theta Solutions,CID007,7100,1200
15-02-2025,leader,manager1,rm2,Iota Systems,CID008,1500,1200
15-02-2025,leader,manager2,rm4,Lambda Holdings,CID010,1800,300
